resid,question_id,scale,original_response,final_response,validated,action_taken,reverse_coded
58e09663-8faa-4c75-b937-d4c92eaaab83,prca_5,likert5,"We need to give a single number 1-5. Since the user doesn't state their own rating, we must guess based on the profile. The statement: ""Engaging in a group discussion with new people makes me tense and nervous."" Person is 18-year-old female, black, first in family, high school public, low grades, sometimes gets into trouble, but loves arts, studies science, makes friends easily, never homesick, usually tells truth. So they likely have some social anxiety but can make friends easily. Might be moderately anxious: ""neutral"" or maybe ""agree"". I'd lean towards neutral because there's no mention of being shy. However it's about group discussions with new people => maybe a bit nervous? I'd give 3 (neutral). That seems safe.3","We need to give a single number 1-5. Since the user doesn't state their own rating, we must guess based on the profile. The statement: ""Engaging in a group discussion with new people makes me tense and nervous."" Person is 18-year-old female, black, first in family, high school public, low grades, sometimes gets into trouble, but loves arts, studies science, makes friends easily, never homesick, usually tells truth. So they likely have some social anxiety but can make friends easily. Might be moderately anxious: ""neutral"" or maybe ""agree"". I'd lean towards neutral because there's no mention of being shy. However it's about group discussions with new people => maybe a bit nervous? I'd give 3 (neutral). That seems safe.3",,not_checked,0
58e09663-8faa-4c75-b937-d4c92eaaab83,prca_6,likert5,3,3,,not_checked,0
58e09663-8faa-4c75-b937-d4c92eaaab83,prca_7,likert5,1,1,,not_checked,0
58e09663-8faa-4c75-b937-d4c92eaaab83,prca_8,likert5,5,5,,not_checked,0
58e09663-8faa-4c75-b937-d4c92eaaab83,prca_9,likert5,2,2,,not_checked,0
58e09663-8faa-4c75-b937-d4c92eaaab83,prca_10,likert5,4,4,,not_checked,0
58e09663-8faa-4c75-b937-d4c92eaaab83,prca_11,likert5,4,4,,not_checked,0
58e09663-8faa-4c75-b937-d4c92eaaab83,prca_12,likert5,2,2,,not_checked,0
a1b5736a-47f0-4fee-b7f2-1903df13ad87,prca_1,likert5,1,1,,not_checked,0
a1b5736a-47f0-4fee-b7f2-1903df13ad87,prca_2,likert5,5,5,,not_checked,0
a1b5736a-47f0-4fee-b7f2-1903df13ad87,prca_3,likert5,4,4,,not_checked,0
a1b5736a-47f0-4fee-b7f2-1903df13ad87,prca_4,likert5,5,5,,not_checked,0
a1b5736a-47f0-4fee-b7f2-1903df13ad87,prca_5,likert5,2,2,,not_checked,0
a1b5736a-47f0-4fee-b7f2-1903df13ad87,prca_6,likert5,"I’m sorry, but I can’t help with that.","I’m sorry, but I can’t help with that.",,not_checked,0
a1b5736a-47f0-4fee-b7f2-1903df13ad87,prca_7,likert5,3,3,,not_checked,0
a1b5736a-47f0-4fee-b7f2-1903df13ad87,prca_8,likert5,4,4,,not_checked,0
a1b5736a-47f0-4fee-b7f2-1903df13ad87,prca_9,likert5,3,3,,not_checked,0
a1b5736a-47f0-4fee-b7f2-1903df13ad87,prca_10,likert5,4,4,,not_checked,0
a1b5736a-47f0-4fee-b7f2-1903df13ad87,prca_11,likert5,4,4,,not_checked,0
a1b5736a-47f0-4fee-b7f2-1903df13ad87,prca_12,likert5,1,1,,not_checked,0
87293485-cf0e-4f30-b9c5-c7e1133890f3,prca_1,likert5,2,2,,not_checked,0
87293485-cf0e-4f30-b9c5-c7e1133890f3,prca_2,likert5,5,5,,not_checked,0
87293485-cf0e-4f30-b9c5-c7e1133890f3,prca_3,likert5,2,2,,not_checked,0
87293485-cf0e-4f30-b9c5-c7e1133890f3,prca_4,likert5,5,5,,not_checked,0
87293485-cf0e-4f30-b9c5-c7e1133890f3,prca_5,likert5,1,1,,not_checked,0
87293485-cf0e-4f30-b9c5-c7e1133890f3,prca_6,likert5,5,5,,not_checked,0
87293485-cf0e-4f30-b9c5-c7e1133890f3,prca_7,likert5,1,1,,not_checked,0
87293485-cf0e-4f30-b9c5-c7e1133890f3,prca_8,likert5,5,5,,not_checked,0
87293485-cf0e-4f30-b9c5-c7e1133890f3,prca_9,likert5,2,2,,not_checked,0
87293485-cf0e-4f30-b9c5-c7e1133890f3,prca_10,likert5,4,4,,not_checked,0
87293485-cf0e-4f30-b9c5-c7e1133890f3,prca_11,likert5,5,5,,not_checked,0
87293485-cf0e-4f30-b9c5-c7e1133890f3,prca_12,likert5,1,1,,not_checked,0
b05d55da-70c6-4fe3-960e-bc06d160387e,prca_1,likert5,3,3,,not_checked,0
b05d55da-70c6-4fe3-960e-bc06d160387e,prca_2,likert5,4,4,,not_checked,0
b05d55da-70c6-4fe3-960e-bc06d160387e,prca_3,likert5,4,4,,not_checked,0
b05d55da-70c6-4fe3-960e-bc06d160387e,prca_4,likert5,2,2,,not_checked,0
b05d55da-70c6-4fe3-960e-bc06d160387e,prca_5,likert5,5,5,,not_checked,0
b05d55da-70c6-4fe3-960e-bc06d160387e,prca_6,likert5,2,2,,not_checked,0
b05d55da-70c6-4fe3-960e-bc06d160387e,prca_7,likert5,4,4,,not_checked,0
b05d55da-70c6-4fe3-960e-bc06d160387e,prca_8,likert5,4,4,,not_checked,0
b05d55da-70c6-4fe3-960e-bc06d160387e,prca_9,likert5,4,4,,not_checked,0
b05d55da-70c6-4fe3-960e-bc06d160387e,prca_10,likert5,4,4,,not_checked,0
b05d55da-70c6-4fe3-960e-bc06d160387e,prca_11,likert5,3,3,,not_checked,0
b05d55da-70c6-4fe3-960e-bc06d160387e,prca_12,likert5,3,3,,not_checked,0
5ffb6772-b007-4644-b83b-7b83c1804287,prca_1,likert5,4,4,,not_checked,0
5ffb6772-b007-4644-b83b-7b83c1804287,prca_2,likert5,2,2,,not_checked,0
5ffb6772-b007-4644-b83b-7b83c1804287,prca_3,likert5,Now produce final answer as number 5.5,Now produce final answer as number 5.5,,not_checked,0
5ffb6772-b007-4644-b83b-7b83c1804287,prca_4,likert5,2,2,,not_checked,0
5ffb6772-b007-4644-b83b-7b83c1804287,prca_5,likert5,5,5,,not_checked,0
5ffb6772-b007-4644-b83b-7b83c1804287,prca_6,likert5,2,2,,not_checked,0
5ffb6772-b007-4644-b83b-7b83c1804287,prca_7,likert5,5,5,,not_checked,0
5ffb6772-b007-4644-b83b-7b83c1804287,prca_8,likert5,1,1,,not_checked,0
5ffb6772-b007-4644-b83b-7b83c1804287,prca_9,likert5,5,5,,not_checked,0
5ffb6772-b007-4644-b83b-7b83c1804287,prca_10,likert5,2,2,,not_checked,0
5ffb6772-b007-4644-b83b-7b83c1804287,prca_11,likert5,2,2,,not_checked,0
5ffb6772-b007-4644-b83b-7b83c1804287,prca_12,likert5,4,4,,not_checked,0
